instrument_id,venue,ts_event,trade_id,event_seq,price,quantity,aggressor_side,trade_condition,buyer_id,seller_id
AAPL.P.XNAS,XNAS,2025-09-15 13:30:53.500,T00000056,56,171.42000000000002,35,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:53.900,T00000057,57,171.83,11,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:54.000,T00000058,58,171.38,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:54.500,T00000059,59,171.31,64,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:54.800,T00000060,60,171.46,28,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:54.900,T00000061,61,171.84,15,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:55.000,T00000062,62,171.53,30,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:55.500,T00000063,63,173.52,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:30:56.000,T00000064,64,172.9,35,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:00.400,T00000065,65,178.89000000000001,37,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:00.900,T00000066,66,177.53,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:01.300,T00000067,67,179.76,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:01.800,T00000068,68,181.75,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:03.000,T00000069,69,185.26,39,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:03.300,T00000070,70,184.71,26,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:03.500,T00000071,71,183.35,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:05.000,T00000072,72,177.73,116,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:05.300,T00000073,73,180.12,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:05.900,T00000074,74,181.56,19,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:06.700,T00000075,75,179.24,45,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:09.300,T00000076,76,178.67000000000002,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:09.600,T00000077,77,179.51,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:09.900,T00000078,78,179.64000000000001,42,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:15.100,T00000079,79,174.32,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:17.100,T00000080,80,181.58,26,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:18.400,T00000081,81,181.0,38,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:18.700,T00000082,82,182.96,20,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:22.700,T00000083,83,187.71,27,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:24.800,T00000084,84,186.16,69,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:26.200,T00000085,85,183.13,23,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:27.500,T00000086,86,184.24,26,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:27.600,T00000087,87,185.82,32,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:28.200,T00000088,88,187.77,11,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:29.200,T00000089,89,191.87,75,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:30.100,T00000090,90,194.33,38,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:34.500,T00000091,91,190.48,41,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:35.400,T00000092,92,187.12,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:36.100,T00000093,93,189.32,33,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:38.200,T00000094,94,184.96,70,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:38.700,T00000095,95,184.12,16,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:39.600,T00000096,96,180.78,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:40.600,T00000097,97,184.94,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:41.300,T00000098,98,189.18,26,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:41.800,T00000099,99,188.59,37,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:42.300,T00000100,100,188.02,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:43.100,T00000101,101,189.98,10,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:43.600,T00000102,102,189.86,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:48.300,T00000103,103,183.64000000000001,38,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:48.500,T00000104,104,185.71,40,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:49.400,T00000105,105,186.49,30,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:49.500,T00000106,106,187.11,87,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:51.200,T00000107,107,185.95000000000002,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:53.700,T00000108,108,192.98000000000002,43,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:56.600,T00000109,109,188.41,2,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:31:57.100,T00000110,110,191.24,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:03.200,T00000111,111,183.26,11,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:03.400,T00000112,112,185.3,94,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:04.800,T00000113,113,183.45000000000002,35,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:07.000,T00000114,114,181.15,34,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:07.400,T00000115,115,181.3,21,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:07.900,T00000116,116,184.85,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:08.600,T00000117,117,183.64000000000001,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:09.100,T00000118,118,180.04,16,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:09.200,T00000119,119,182.06,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:09.400,T00000120,120,182.76,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:09.500,T00000121,121,182.87,4,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:11.600,T00000122,122,184.62,36,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:12.000,T00000123,123,182.58,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:14.500,T00000124,124,184.38,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:15.300,T00000125,125,178.22,28,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:15.600,T00000126,126,176.13,35,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:16.400,T00000127,127,175.35,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:16.800,T00000128,128,175.57,16,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:16.900,T00000129,129,175.28,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:18.100,T00000130,130,177.25,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:19.500,T00000131,131,182.32,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:19.700,T00000132,132,181.25,30,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:20.200,T00000133,133,180.52,23,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:22.200,T00000134,134,188.46,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:22.900,T00000135,135,184.85999999999999,22,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:23.000,T00000136,136,184.54,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:23.500,T00000137,137,185.25,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:23.900,T00000138,138,186.68,10,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:25.600,T00000139,139,189.97,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:25.900,T00000140,140,191.63,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:26.200,T00000141,141,190.53,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:26.800,T00000142,142,190.66,17,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:27.700,T00000143,143,188.87,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:28.100,T00000144,144,188.32,58,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:28.400,T00000145,145,188.70000000000002,7,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:28.500,T00000146,146,188.84,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:31.200,T00000147,147,191.83,38,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:31.300,T00000148,148,191.14000000000001,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:32.000,T00000149,149,190.95000000000002,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:35.700,T00000150,150,185.55,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:35.800,T00000151,151,184.79,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:36.700,T00000152,152,183.67000000000002,34,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:37.300,T00000153,153,182.04,70,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:37.400,T00000154,154,180.88,41,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:38.100,T00000155,155,179.69,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:38.200,T00000156,156,180.70000000000002,63,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:38.300,T00000157,157,179.82999999999998,52,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:39.600,T00000158,158,175.04,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:40.200,T00000159,159,178.21,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:40.300,T00000160,160,177.68,23,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:41.800,T00000161,161,179.24,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:42.700,T00000162,162,181.26,59,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:42.800,T00000163,163,182.36,50,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:43.200,T00000164,164,182.58,17,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:44.900,T00000165,165,184.8,15,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:45.700,T00000166,166,187.13,42,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:46.000,T00000167,167,188.09,19,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:46.200,T00000168,168,188.78,29,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:46.400,T00000169,169,186.20000000000002,46,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:46.600,T00000170,170,187.13,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:48.800,T00000171,171,186.92000000000002,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:48.900,T00000172,172,187.07,21,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:50.700,T00000173,173,188.56,15,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:51.200,T00000174,174,189.51,23,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:51.800,T00000175,175,187.62,28,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:53.600,T00000176,176,187.86,18,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:54.300,T00000177,177,187.38,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:54.600,T00000178,178,187.53,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:57.400,T00000179,179,190.49,36,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:32:59.200,T00000180,180,181.9,51,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:00.500,T00000181,181,179.59,62,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:00.800,T00000182,182,179.09,24,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:00.900,T00000183,183,177.77,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:03.200,T00000184,184,177.63,19,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:03.300,T00000185,185,178.59,44,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:03.800,T00000186,186,177.8,29,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:04.300,T00000187,187,175.63,77,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:05.100,T00000188,188,176.56,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:06.000,T00000189,189,179.79,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:07.400,T00000190,190,179.28,91,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:09.100,T00000191,191,179.48,22,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:09.400,T00000192,192,179.14000000000001,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:10.700,T00000193,193,180.64000000000001,19,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:12.000,T00000194,194,179.44,4,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:12.200,T00000195,195,178.35,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:12.500,T00000196,196,179.53,32,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:14.400,T00000197,197,180.75,77,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:17.000,T00000198,198,184.71,27,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:17.100,T00000199,199,185.06,36,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:17.900,T00000200,200,183.65,24,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:19.700,T00000201,201,187.51,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:20.200,T00000202,202,184.91,80,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:21.900,T00000203,203,178.62,18,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:22.700,T00000204,204,177.24,25,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:24.100,T00000205,205,179.98,24,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:25.400,T00000206,206,178.74,30,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:25.900,T00000207,207,177.75,35,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:26.300,T00000208,208,178.99,11,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:27.100,T00000209,209,179.43,84,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:28.300,T00000210,210,180.24,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:31.400,T00000211,211,177.12,3,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:32.500,T00000212,212,177.06,130,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:32.800,T00000213,213,177.63,31,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:33.200,T00000214,214,179.36,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:33.700,T00000215,215,179.79999999999998,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:34.200,T00000216,216,178.96,15,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:34.300,T00000217,217,179.14000000000001,24,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:34.400,T00000218,218,179.44,26,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:37.200,T00000219,219,179.0,62,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:38.800,T00000220,220,179.17000000000002,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:38.900,T00000221,221,178.81,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:39.400,T00000222,222,179.0,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:39.500,T00000223,223,179.28,25,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:40.400,T00000224,224,180.0,21,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:43.500,T00000225,225,179.69,10,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:44.300,T00000226,226,182.23,18,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:45.200,T00000227,227,182.03,19,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:46.400,T00000228,228,179.33,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:47.300,T00000229,229,178.68,16,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:47.400,T00000230,230,178.74,33,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:47.500,T00000231,231,177.85,36,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:50.000,T00000232,232,179.94,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:50.300,T00000233,233,179.68,69,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:54.200,T00000234,234,187.56,23,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:55.600,T00000235,235,186.72,29,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:55.900,T00000236,236,184.62,27,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:57.400,T00000237,237,181.15,20,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:33:59.600,T00000238,238,175.07,91,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:01.300,T00000239,239,176.94,23,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:02.500,T00000240,240,177.94,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:02.600,T00000241,241,178.5,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:02.900,T00000242,242,179.99,4,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:03.100,T00000243,243,180.19,36,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:05.300,T00000244,244,177.36,56,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:05.700,T00000245,245,178.37,45,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:05.800,T00000246,246,178.59,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:06.900,T00000247,247,181.04,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:07.300,T00000248,248,182.96,22,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:07.600,T00000249,249,182.68,47,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:07.900,T00000250,250,182.36,17,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:08.600,T00000251,251,184.89000000000001,48,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:09.300,T00000252,252,181.55,55,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:09.700,T00000253,253,182.15,45,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:10.700,T00000254,254,183.87,41,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:10.900,T00000255,255,183.65,11,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:11.500,T00000256,256,183.3,33,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:12.200,T00000257,257,183.33,98,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:13.100,T00000258,258,186.21,19,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:13.500,T00000259,259,184.37,30,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:13.700,T00000260,260,184.94,17,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:14.200,T00000261,261,182.70000000000002,33,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:15.100,T00000262,262,183.83,36,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:15.800,T00000263,263,181.36,21,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:16.100,T00000264,264,181.49,22,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:16.500,T00000265,265,180.19,31,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:18.300,T00000266,266,184.23,28,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:18.700,T00000267,267,184.25,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:19.000,T00000268,268,183.28,16,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:19.900,T00000269,269,183.1,13,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:21.400,T00000270,270,178.37,19,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:23.100,T00000271,271,183.65,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:23.700,T00000272,272,186.62,9,S,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:23.800,T00000273,273,187.43,4,B,,,
AAPL.P.XNAS,XNAS,2025-09-15 13:34:25.600,T00000274,274,185.35,70,B,,,
